Date : 2026-05-31 09:16:57
Directory : /home/developer/projects/open-navigator
Total : 1886 files,  -6270 codes, -2355 comments, -1547 blanks, all -10172 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| /home/developer/projects/open-navigator/web_app/src/components/HomeExploreQuickNav.tsx                                                                   | TypeScript JSX     |        276 |          8 |         19 |        303 |
| /home/developer/projects/open-navigator/web_app/src/components/InflationToggle.tsx                                                                       | TypeScript JSX     |         49 |         12 |          3 |         64 |
| /home/developer/projects/open-navigator/web_app/src/components/InfoHelpTrigger.tsx                                                                       | TypeScript JSX     |         34 |          6 |          4 |         44 |
| /home/developer/projects/open-navigator/web_app/src/components/JurisdictionDiscovery.tsx                                                                 | TypeScript JSX     |        239 |         13 |         17 |        269 |
| /home/developer/projects/open-navigator/web_app/src/components/Layout.tsx                                                                                | TypeScript JSX     |        559 |         18 |         24 |        601 |
| /home/developer/projects/open-navigator/web_app/src/components/MapAddressSearch.tsx                                                                      | TypeScript JSX     |        245 |         23 |         15 |        283 |
| /home/developer/projects/open-navigator/web_app/src/components/MultiSelect.tsx                                                                           | TypeScript JSX     |        128 |          2 |          8 |        138 |
| /home/developer/projects/open-navigator/web_app/src/components/PinnedAddressParcelCard.tsx                                                               | TypeScript JSX     |         60 |          5 |          6 |         71 |
| /home/developer/projects/open-navigator/web_app/src/components/RegistrationModal.tsx                                                                     | TypeScript JSX     |        192 |          7 |         18 |        217 |
| /home/developer/projects/open-navigator/web_app/src/components/ScorecardTrendAndGiniLegend.tsx                                                           | TypeScript JSX     |         73 |          3 |          5 |         81 |
| /home/developer/projects/open-navigator/web_app/src/components/ScrollToTop.tsx                                                                           | TypeScript JSX     |          9 |          4 |          4 |         17 |
| /home/developer/projects/open-navigator/web_app/src/components/SocialStats.tsx                                                                           | TypeScript JSX     |        106 |          2 |         14 |        122 |
| /home/developer/projects/open-navigator/web_app/src/components/USMap.tsx                                                                                 | TypeScript JSX     |        461 |         46 |         60 |        567 |
| /home/developer/projects/open-navigator/web_app/src/contexts/AuthContext.tsx                                                                             | TypeScript JSX     |        122 |          9 |         19 |        150 |
| /home/developer/projects/open-navigator/web_app/src/contexts/LocationContext.tsx                                                                         | TypeScript JSX     |         77 |          7 |         19 |        103 |
| /home/developer/projects/open-navigator/web_app/src/data/causes.ts                                                                                       | TypeScript         |         61 |          2 |          3 |         66 |
| /home/developer/projects/open-navigator/web_app/src/data/exploreActionPhases.ts                                                                          | TypeScript         |        510 |          6 |         36 |        552 |
| /home/developer/projects/open-navigator/web_app/src/data/homeQuickNavFlyouts.tsx                                                                         | TypeScript JSX     |        349 |          1 |         11 |        361 |
| /home/developer/projects/open-navigator/web_app/src/data/wikicommonsPlatesLatest.json                                                                    | JSON               |         26 |          0 |          1 |         27 |
| /home/developer/projects/open-navigator/web_app/src/data/wikimediaStateSilhouettes.json                                                                  | JSON               |        116 |          0 |          1 |        117 |
| /home/developer/projects/open-navigator/web_app/src/hooks/useCpiAnnual.ts                                                                                | TypeScript         |         23 |         12 |          5 |         40 |
| /home/developer/projects/open-navigator/web_app/src/hooks/useInflationToggle.ts                                                                          | TypeScript         |         40 |         13 |          9 |         62 |
| /home/developer/projects/open-navigator/web_app/src/index.css                                                                                            | PostCSS            |        726 |         10 |         34 |        770 |
| /home/developer/projects/open-navigator/web_app/src/lib/api.ts                                                                                           | TypeScript         |        127 |         14 |         26 |        167 |
| /home/developer/projects/open-navigator/web_app/src/lib/api.types.ts                                                                                     | TypeScript         |      1,149 |        408 |          2 |      1,559 |
| /home/developer/projects/open-navigator/web_app/src/lib/apiClient.ts                                                                                     | TypeScript         |          3 |         11 |          2 |         16 |
| /home/developer/projects/open-navigator/web_app/src/lib/usStates.ts                                                                                      | TypeScript         |          8 |          9 |          1 |         18 |
| /home/developer/projects/open-navigator/web_app/src/main.tsx                                                                                             | TypeScript JSX     |         39 |          0 |          4 |         43 |
| /home/developer/projects/open-navigator/web_app/src/pages/AdvocacyTopics.tsx                                                                             | TypeScript JSX     |        217 |          5 |          8 |        230 |
| /home/developer/projects/open-navigator/web_app/src/pages/Analytics.tsx                                                                                  | TypeScript JSX     |        204 |         32 |         14 |        250 |
| /home/developer/projects/open-navigator/web_app/src/pages/BatchJobStatusPage.tsx                                                                         | TypeScript JSX     |      2,216 |         51 |         78 |      2,345 |
| /home/developer/projects/open-navigator/web_app/src/pages/BillDetail.tsx                                                                                 | TypeScript JSX     |        248 |          7 |         15 |        270 |
| /home/developer/projects/open-navigator/web_app/src/pages/CensusDrilldownMapPage.tsx                                                                     | TypeScript JSX     |      1,969 |        196 |         75 |      2,240 |
| /home/developer/projects/open-navigator/web_app/src/pages/CensusMapPage.tsx                                                                              | TypeScript JSX     |      3,820 |         55 |        208 |      4,083 |
| /home/developer/projects/open-navigator/web_app/src/pages/Dashboard.tsx                                                                                  | TypeScript JSX     |        183 |          6 |         13 |        202 |
| /home/developer/projects/open-navigator/web_app/src/pages/DataExplorerScorecardPage.tsx                                                                  | TypeScript JSX     |      1,323 |          9 |         82 |      1,414 |
| /home/developer/projects/open-navigator/web_app/src/pages/DebateGrader.tsx                                                                               | TypeScript JSX     |        245 |          8 |         22 |        275 |
| /home/developer/projects/open-navigator/web_app/src/pages/Developers.tsx                                                                                 | TypeScript JSX     |        182 |          8 |         11 |        201 |
| /home/developer/projects/open-navigator/web_app/src/pages/Documents.tsx                                                                                  | TypeScript JSX     |        216 |          5 |         13 |        234 |
| /home/developer/projects/open-navigator/web_app/src/pages/Events.tsx                                                                                     | TypeScript JSX     |        105 |          6 |          6 |        117 |
| /home/developer/projects/open-navigator/web_app/src/pages/Explore.tsx                                                                                    | TypeScript JSX     |        472 |          0 |         25 |        497 |
| /home/developer/projects/open-navigator/web_app/src/pages/FactChecking.tsx                                                                               | TypeScript JSX     |        252 |          6 |         11 |        269 |
| /home/developer/projects/open-navigator/web_app/src/pages/Hackathons.tsx                                                                                 | TypeScript JSX     |        235 |         10 |         12 |        257 |
| /home/developer/projects/open-navigator/web_app/src/pages/Heatmap.tsx                                                                                    | TypeScript JSX     |        159 |          4 |         13 |        176 |
| /home/developer/projects/open-navigator/web_app/src/pages/Home.tsx                                                                                       | TypeScript JSX     |      1,698 |         80 |         96 |      1,874 |
| /home/developer/projects/open-navigator/web_app/src/pages/HomeModern.tsx                                                                                 | TypeScript JSX     |      1,272 |         75 |         81 |      1,428 |
| /home/developer/projects/open-navigator/web_app/src/pages/JurisdictionMappingQualityPage.tsx                                                             | TypeScript JSX     |         62 |          0 |          8 |         70 |
| /home/developer/projects/open-navigator/web_app/src/pages/JurisdictionsSearch.tsx                                                                        | TypeScript JSX     |        684 |         33 |         51 |        768 |
| /home/developer/projects/open-navigator/web_app/src/pages/LighthouseReportPage.tsx                                                                       | TypeScript JSX     |        300 |          1 |         22 |        323 |
| /home/developer/projects/open-navigator/web_app/src/pages/Nonprofits.tsx                                                                                 | TypeScript JSX     |        286 |          6 |         24 |        316 |
| /home/developer/projects/open-navigator/web_app/src/pages/NonprofitsHF.tsx                                                                               | TypeScript JSX     |        354 |         26 |         29 |        409 |
| /home/developer/projects/open-navigator/web_app/src/pages/NotFound.tsx                                                                                   | TypeScript JSX     |        103 |          4 |         10 |        117 |
| /home/developer/projects/open-navigator/web_app/src/pages/OpenSource.tsx                                                                                 | TypeScript JSX     |        238 |          5 |         12 |        255 |
| /home/developer/projects/open-navigator/web_app/src/pages/Opportunities.tsx                                                                              | TypeScript JSX     |        145 |          6 |         14 |        165 |
| /home/developer/projects/open-navigator/web_app/src/pages/PeopleFinder.tsx                                                                               | TypeScript JSX     |        400 |         21 |         36 |        457 |
| /home/developer/projects/open-navigator/web_app/src/pages/PolicyMap.tsx                                                                                  | TypeScript JSX     |      1,061 |         64 |         74 |      1,199 |
| /home/developer/projects/open-navigator/web_app/src/pages/Profile.tsx                                                                                    | TypeScript JSX     |        381 |          9 |         20 |        410 |
| /home/developer/projects/open-navigator/web_app/src/pages/Services.tsx                                                                                   | TypeScript JSX     |        136 |         10 |         10 |        156 |
| /home/developer/projects/open-navigator/web_app/src/pages/Settings.tsx                                                                                   | TypeScript JSX     |        279 |         15 |         23 |        317 |
| /home/developer/projects/open-navigator/web_app/src/pages/UnifiedSearch.tsx                                                                              | TypeScript JSX     |      1,531 |         85 |        109 |      1,725 |
| /home/developer/projects/open-navigator/web_app/src/pages/jurisdiction-quality/CountyYoutubeDiagnosticsSection.tsx                                       | TypeScript JSX     |        451 |         10 |         26 |        487 |
| /home/developer/projects/open-navigator/web_app/src/pages/jurisdiction-quality/EntityQualityDashboard.tsx                                                | TypeScript JSX     |      2,929 |         24 |        128 |      3,081 |
| /home/developer/projects/open-navigator/web_app/src/pages/jurisdiction-quality/StateYoutubeCategorySection.tsx                                           | TypeScript JSX     |        274 |          0 |         20 |        294 |
| /home/developer/projects/open-navigator/web_app/src/utils/batchJobTiming.ts                                                                              | TypeScript         |        308 |         11 |         36 |        355 |
| /home/developer/projects/open-navigator/web_app/src/utils/censusDataDictionary.ts                                                                        | TypeScript         |        253 |         22 |         19 |        294 |
| /home/developer/projects/open-navigator/web_app/src/utils/censusMapNarrative.ts                                                                          | TypeScript         |        400 |         22 |         39 |        461 |
| /home/developer/projects/open-navigator/web_app/src/utils/censusMapTransforms.ts                                                                         | TypeScript         |        267 |         44 |         25 |        336 |
| /home/developer/projects/open-navigator/web_app/src/utils/censusMapValueMode.ts                                                                          | TypeScript         |        192 |         20 |         16 |        228 |
| /home/developer/projects/open-navigator/web_app/src/utils/censusMetricGroups.ts                                                                          | TypeScript         |        141 |         32 |         18 |        191 |
| /home/developer/projects/open-navigator/web_app/src/utils/censusRegions.ts                                                                               | TypeScript         |         70 |          2 |          4 |         76 |
| /home/developer/projects/open-navigator/web_app/src/utils/communityLocationLabel.ts                                                                      | TypeScript         |         11 |          1 |          2 |         14 |
| /home/developer/projects/open-navigator/web_app/src/utils/dataExplorerPaths.ts                                                                           | TypeScript         |         26 |          6 |          9 |         41 |
| /home/developer/projects/open-navigator/web_app/src/utils/dataExplorerScorecardHelpers.ts                                                                | TypeScript         |        300 |         13 |         27 |        340 |
| /home/developer/projects/open-navigator/web_app/src/utils/dateTime.ts                                                                                    | TypeScript         |         58 |          4 |          6 |         68 |
| /home/developer/projects/open-navigator/web_app/src/utils/devLog.ts                                                                                      | TypeScript         |          8 |          1 |          2 |         11 |
| /home/developer/projects/open-navigator/web_app/src/utils/filterExtensionConsoleNoise.ts                                                                 | TypeScript         |         42 |          6 |          7 |         55 |
| /home/developer/projects/open-navigator/web_app/src/utils/formatCompact.ts                                                                               | TypeScript         |         52 |          3 |          6 |         61 |
| /home/developer/projects/open-navigator/web_app/src/utils/formatters.ts                                                                                  | TypeScript         |         26 |         10 |          6 |         42 |
| /home/developer/projects/open-navigator/web_app/src/utils/giniLetterGrade.ts                                                                             | TypeScript         |         96 |          9 |          8 |        113 |
| /home/developer/projects/open-navigator/web_app/src/utils/huggingface.ts                                                                                 | TypeScript         |        161 |        107 |         35 |        303 |
| /home/developer/projects/open-navigator/web_app/src/utils/inflation.ts                                                                                   | TypeScript         |         50 |         24 |          6 |         80 |
| /home/developer/projects/open-navigator/web_app/src/utils/linkifiedText.tsx                                                                              | TypeScript JSX     |         51 |          1 |          7 |         59 |
| /home/developer/projects/open-navigator/web_app/src/utils/ringOverlap.ts                                                                                 | TypeScript         |         53 |         23 |          7 |         83 |
| /home/developer/projects/open-navigator/web_app/src/utils/stateMapping.ts                                                                                | TypeScript         |         91 |         20 |         10 |        121 |
| /home/developer/projects/open-navigator/web_app/src/utils/wikicommonsLicensePlate.ts                                                                     | TypeScript         |         20 |         12 |          6 |         38 |
| /home/developer/projects/open-navigator/web_app/src/utils/wikimediaStateSilhouette.ts                                                                    | TypeScript         |         40 |         16 |          8 |         64 |
| /home/developer/projects/open-navigator/web_app/src/vite-env.d.ts                                                                                        | TypeScript         |          6 |          2 |          3 |         11 |
| /home/developer/projects/open-navigator/web_app/tailwind.config.js                                                                                       | JavaScript         |         51 |          1 |          1 |         53 |
| /home/developer/projects/open-navigator/web_app/tsconfig.json                                                                                            | JSON with Comments |         21 |          2 |          3 |         26 |
| /home/developer/projects/open-navigator/web_app/tsconfig.node.json                                                                                       | JSON               |         10 |          0 |          1 |         11 |
| /home/developer/projects/open-navigator/web_app/vite.config.ts                                                                                           | TypeScript         |         36 |          5 |          2 |         43 |
| /home/developer/projects/open-navigator/web_docs/DOCUMENTATION_MIGRATION.md                                                                              | Markdown           |        167 |          0 |         37 |        204 |
| /home/developer/projects/open-navigator/web_docs/README.md                                                                                               | Markdown           |         49 |          0 |         25 |         74 |
| /home/developer/projects/open-navigator/web_docs/blog/2026-04-06-data-model-expansion.md                                                                 | Markdown           |         58 |          0 |         26 |         84 |
| /home/developer/projects/open-navigator/web_docs/blog/2026-04-13-citations-migration.md                                                                  | Markdown           |         93 |          0 |         32 |        125 |
| /home/developer/projects/open-navigator/web_docs/blog/2026-04-20-homepage-navigation-fixes.md                                                            | Markdown           |        123 |          0 |         40 |        163 |
| /home/developer/projects/open-navigator/web_docs/blog/authors.yml                                                                                        | YAML               |          8 |          0 |          2 |         10 |
| /home/developer/projects/open-navigator/web_docs/blog/tags.yml                                                                                           | YAML               |         28 |          0 |          8 |         36 |
| /home/developer/projects/open-navigator/web_docs/docs/architecture.md                                                                                    | Markdown           |        164 |          0 |         44 |        208 |
| /home/developer/projects/open-navigator/web_docs/docs/case-studies/tuscaloosa-complete.md                                                                | Markdown           |        269 |          0 |         86 |        355 |
| /home/developer/projects/open-navigator/web_docs/docs/case-studies/tuscaloosa-discovery.md                                                               | Markdown           |        335 |          0 |        113 |        448 |
| /home/developer/projects/open-navigator/web_docs/docs/case-studies/tuscaloosa-pipeline.md                                                                | Markdown           |        870 |          0 |        268 |      1,138 |
| /home/developer/projects/open-navigator/web_docs/docs/citizens/community-events.md                                                                       | Markdown           |        289 |          0 |         82 |        371 |
| /home/developer/projects/open-navigator/web_docs/docs/citizens/community-resources.md                                                                    | Markdown           |        120 |          0 |         31 |        151 |
| /home/developer/projects/open-navigator/web_docs/docs/citizens/service-requests.md                                                                       | Markdown           |        380 |          0 |         91 |        471 |
| /home/developer/projects/open-navigator/web_docs/docs/citizens/training-education.md                                                                     | Markdown           |        383 |          0 |        105 |        488 |
| /home/developer/projects/open-navigator/web_docs/docs/citizens/voter-registration.md                                                                     | Markdown           |        380 |          0 |        111 |        491 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/_TEMPLATE.md                                                                          | Markdown           |         62 |          0 |         23 |         85 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/_civic-tech-sources.md                                                                | Markdown           |        189 |          0 |         67 |        256 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/_confirmed-datasets.md                                                                | Markdown           |        250 |          0 |         91 |        341 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/ballot-election-sources.md                                                            | Markdown           |        321 |          0 |         87 |        408 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/census-acs.md                                                                         | Markdown           |        320 |          0 |        131 |        451 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/census-data.md                                                                        | Markdown           |         72 |          0 |         33 |        105 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/census-shapefiles.md                                                                  | Markdown           |        270 |          0 |         99 |        369 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/charity-navigator.md                                                                  | Markdown           |        311 |          0 |        103 |        414 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/citations.md                                                                          | Markdown           |      2,282 |          0 |        563 |      2,845 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/council-data-project-compatibility.md                                                 | Markdown           |        165 |          0 |         53 |        218 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/data-model-erd.md                                                                     | Markdown           |      3,236 |          0 |        403 |      3,639 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/factcheck-sources.md                                                                  | Markdown           |        522 |          0 |        127 |        649 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/form-990-xml.md                                                                       | Markdown           |        606 |          0 |        180 |        786 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/huggingface-datasets.md                                                               | Markdown           |         85 |          0 |         25 |        110 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/irs-bulk-data.md                                                                      | Markdown           |        318 |          0 |        115 |        433 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/jurisdiction-discovery.md                                                             | Markdown           |        453 |          0 |        132 |        585 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/meeting-data.md                                                                       | Markdown           |        194 |          0 |         63 |        257 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/nonprofit-sources.md                                                                  | Markdown           |        251 |          0 |         92 |        343 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/open-source-repositories.md                                                           | Markdown           |        284 |          0 |         91 |        375 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/overview.md                                                                           | Markdown           |        215 |          0 |         74 |        289 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/polling-survey-sources.md                                                             | Markdown           |        411 |          0 |        117 |        528 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/url-datasets.md                                                                       | Markdown           |         85 |          0 |         32 |        117 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/video-channels.md                                                                     | Markdown           |        461 |          0 |        152 |        613 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/video-sources.md                                                                      | Markdown           |        316 |          0 |        126 |        442 |
| /home/developer/projects/open-navigator/web_docs/docs/data-sources/youtube-discovery.md                                                                  | Markdown           |        340 |          0 |        103 |        443 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/conventions.md                                                                                 | Markdown           |        243 |          0 |         87 |        330 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/migration-python-to-dbt.md                                                                     | Markdown           |        217 |          0 |         61 |        278 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/overview.md                                                                                    | Markdown           |        201 |          0 |         79 |        280 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/place-county-enrichment.md                                                                     | Markdown           |        234 |          0 |         55 |        289 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/quick-reference.md                                                                             | Markdown           |        233 |          0 |         78 |        311 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/stats-pipeline.md                                                                              | Markdown           |        268 |          0 |         84 |        352 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/trending-causes.md                                                                             | Markdown           |        225 |          0 |         71 |        296 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/zcta-enrichment.md                                                                             | Markdown           |        263 |          0 |         72 |        335 |
| /home/developer/projects/open-navigator/web_docs/docs/dbt/zcta-summary.md                                                                                | Markdown           |        140 |          0 |         45 |        185 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/authentication-setup.md                                                                 | Markdown           |        326 |          0 |        124 |        450 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/build-protection.md                                                                     | Markdown           |        246 |          0 |         88 |        334 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/build-verification.md                                                                   | Markdown           |        173 |          0 |         60 |        233 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/costs.md                                                                                | Markdown           |        179 |          0 |         62 |        241 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/d-drive-configuration.md                                                                | Markdown           |        355 |          0 |        149 |        504 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/databricks-apps.md                                                                      | Markdown           |        298 |          0 |        104 |        402 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/databricks-migration.md                                                                 | Markdown           |        224 |          0 |         53 |        277 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/docker-troubleshooting.md                                                               | Markdown           |        279 |          0 |        103 |        382 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/events-bronze-migration.md                                                              | Markdown           |        253 |          0 |         60 |        313 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/huggingface-spaces.md                                                                   | Markdown           |        272 |          0 |        100 |        372 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/jurisdiction-discovery.md                                                               | Markdown           |        153 |          0 |         61 |        214 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/localview-scraper.md                                                                    | Markdown           |        177 |          0 |         64 |        241 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/neon-deployment.md                                                                      | Markdown           |        149 |          0 |         56 |        205 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/oauth-providers-setup.md                                                                | Markdown           |        342 |          0 |        143 |        485 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/quickstart-databricks.md                                                                | Markdown           |        159 |          0 |         54 |        213 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/rename-repository.md                                                                    | Markdown           |        219 |          0 |         89 |        308 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/scale.md                                                                                | Markdown           |        413 |          0 |        127 |        540 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/schema-migration.md                                                                     | Markdown           |        323 |          0 |         51 |        374 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/storage.md                                                                              | Markdown           |        392 |          0 |        160 |        552 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/variable-migration.md                                                                   | Markdown           |         29 |          0 |         17 |         46 |
| /home/developer/projects/open-navigator/web_docs/docs/deployment/youtube-channels-bronze-migration.md                                                    | Markdown           |        251 |          0 |         85 |        336 |
| /home/developer/projects/open-navigator/web_docs/docs/development/adding-data-sources.md                                                                 | Markdown           |        326 |          0 |        121 |        447 |
| /home/developer/projects/open-navigator/web_docs/docs/development/ai-model-evaluation.md                                                                 | Markdown           |        277 |          0 |         81 |        358 |
| /home/developer/projects/open-navigator/web_docs/docs/development/ai-model-merging.md                                                                    | Markdown           |        396 |          0 |        124 |        520 |
| /home/developer/projects/open-navigator/web_docs/docs/development/ai-policy-analysis.md                                                                  | Markdown           |        413 |          0 |        124 |        537 |
| /home/developer/projects/open-navigator/web_docs/docs/development/api-logging-errors.md                                                                  | Markdown           |        225 |          0 |         67 |        292 |
| /home/developer/projects/open-navigator/web_docs/docs/development/backlog.md                                                                             | Markdown           |        374 |          0 |        143 |        517 |
| /home/developer/projects/open-navigator/web_docs/docs/development/bronze-to-production-merge.md                                                          | Markdown           |        328 |          0 |         83 |        411 |
| /home/developer/projects/open-navigator/web_docs/docs/development/changelog.md                                                                           | Markdown           |        112 |          0 |         38 |        150 |
| /home/developer/projects/open-navigator/web_docs/docs/development/county-data-status.md                                                                  | Markdown           |        124 |          0 |         46 |        170 |
| /home/developer/projects/open-navigator/web_docs/docs/development/dashboard-redesign.md                                                                  | Markdown           |         87 |          0 |         22 |        109 |
| /home/developer/projects/open-navigator/web_docs/docs/development/database-driven-homepage.md                                                            | Markdown           |        370 |          0 |        112 |        482 |
| /home/developer/projects/open-navigator/web_docs/docs/development/database-setup.md                                                                      | Markdown           |        243 |          0 |         77 |        320 |
| /home/developer/projects/open-navigator/web_docs/docs/development/dbt-etl-strategy.md                                                                    | Markdown           |        445 |          0 |         90 |        535 |
| /home/developer/projects/open-navigator/web_docs/docs/development/docs-migration.md                                                                      | Markdown           |         73 |          0 |         23 |         96 |
| /home/developer/projects/open-navigator/web_docs/docs/development/enhancements.md                                                                        | Markdown           |        175 |          0 |         79 |        254 |
| /home/developer/projects/open-navigator/web_docs/docs/development/events-naming-migration.md                                                             | Markdown           |        115 |          0 |         33 |        148 |
| /home/developer/projects/open-navigator/web_docs/docs/development/gold-consolidation.md                                                                  | Markdown           |        158 |          0 |         41 |        199 |
| /home/developer/projects/open-navigator/web_docs/docs/development/homepage-quick-start.md                                                                | Markdown           |         78 |          0 |         27 |        105 |
| /home/developer/projects/open-navigator/web_docs/docs/development/homepage-redesign-summary.md                                                           | Markdown           |        263 |          0 |         69 |        332 |
| /home/developer/projects/open-navigator/web_docs/docs/development/homepage-redesign.md                                                                   | Markdown           |        317 |          0 |         91 |        408 |
| /home/developer/projects/open-navigator/web_docs/docs/development/integration-status.md                                                                  | Markdown           |        172 |          0 |         58 |        230 |
| /home/developer/projects/open-navigator/web_docs/docs/development/intel-arc-quickstart.md                                                                | Markdown           |        169 |          0 |         50 |        219 |
| /home/developer/projects/open-navigator/web_docs/docs/development/intel-optimization.md                                                                  | Markdown           |        131 |          0 |         43 |        174 |
| /home/developer/projects/open-navigator/web_docs/docs/development/migration-v2.md                                                                        | Markdown           |        193 |          0 |         77 |        270 |
| /home/developer/projects/open-navigator/web_docs/docs/development/new-capabilities.md                                                                    | Markdown           |        256 |          0 |         89 |        345 |
| /home/developer/projects/open-navigator/web_docs/docs/development/openstates-integration.md                                                              | Markdown           |        246 |          0 |         94 |        340 |
| /home/developer/projects/open-navigator/web_docs/docs/development/port-guide.md                                                                          | Markdown           |        125 |          0 |         41 |        166 |
| /home/developer/projects/open-navigator/web_docs/docs/development/quickstart-database-causes.md                                                          | Markdown           |        209 |          0 |         75 |        284 |
| /home/developer/projects/open-navigator/web_docs/docs/development/react-refactoring.md                                                                   | Markdown           |        433 |          0 |        118 |        551 |
| /home/developer/projects/open-navigator/web_docs/docs/development/readme-migration.md                                                                    | Markdown           |        131 |          0 |         40 |        171 |
| /home/developer/projects/open-navigator/web_docs/docs/development/real-time-statistics.md                                                                | Markdown           |        457 |          0 |        128 |        585 |
| /home/developer/projects/open-navigator/web_docs/docs/development/refactoring-summary.md                                                                 | Markdown           |        377 |          0 |        113 |        490 |
| /home/developer/projects/open-navigator/web_docs/docs/development/schema-migration-summary.md                                                            | Markdown           |        239 |          0 |         60 |        299 |
| /home/developer/projects/open-navigator/web_docs/docs/development/search-update-summary.md                                                               | Markdown           |        216 |          0 |         65 |        281 |
